vignette_name,generation_number,generation_time,response,reflection_score,id
mother,4,15717,move him into your apartment and just deal with no space,60,5d6466d84e9aae0001598a5a
mother,5,6741,find another apartment big enough,67,5d6466d84e9aae0001598a5a
bakery,0,14016,take the money from your own pocket to cover it,30,5d6466d84e9aae0001598a5a
bakery,1,13030,ask you employees if they took it or know who took it,58,5d6466d84e9aae0001598a5a
bakery,2,13820,double check the register count and make sure there is no mistake,91,5d6466d84e9aae0001598a5a
bakery,3,8262,leave it unbalanced,28,5d6466d84e9aae0001598a5a
bakery,4,14270,ask employees to pool money together to cover it,39,5d6466d84e9aae0001598a5a
bakery,5,19870,review security cameras to see who took it,98,5d6466d84e9aae0001598a5a
bakery,0,12240,Pay the difference out of your own pocket,91,5cf551508926360018a5e9ff
bakery,1,46410,Fudge the numbers so there is no amount due,41,5cf551508926360018a5e9ff
bakery,2,2249,Quit,54,5cf551508926360018a5e9ff
bakery,3,42977,Take money from someone else to make up the difference,8,5cf551508926360018a5e9ff
bakery,4,58686,Ask the manager if you really have to work overtime for so little money,22,5cf551508926360018a5e9ff
bakery,5,24368,Own up to it and work the terrible overtime to get it over with,34,5cf551508926360018a5e9ff
summer,0,17029,Call the police and let them know about the situation,95,5cf551508926360018a5e9ff
summer,2,4079,Break the window,51,5cf551508926360018a5e9ff
summer,3,67395,Call a locksmith,83,5cf551508926360018a5e9ff
summer,4,20609,Watch the dog but do nothing else,50,5cf551508926360018a5e9ff
summer,5,59593,Cover the window with something to block the sun and maybe some heat,59,5cf551508926360018a5e9ff
class,0,14170,Rush a second version so you have at least something to turn in,77,5cf551508926360018a5e9ff
class,1,5469,Tell the teacher what happened,54,5cf551508926360018a5e9ff
class,2,12131,Call your mom and see if she can run it in in time,75,5cf551508926360018a5e9ff
class,3,36370,Copy the homework of someone willing,54,5cf551508926360018a5e9ff
class,5,14983,Not turn anything in and accept the zero,37,5cf551508926360018a5e9ff
mother,0,8370,Ask another family memeber to watch him,81,5cf551508926360018a5e9ff
mother,1,11384,Get a second job to afford a live-in nurse for him,56,5cf551508926360018a5e9ff
mother,2,12313,Pay for him to live on a cruise boat for the rest of his days,72,5cf551508926360018a5e9ff
mother,4,18622,Let him live with me and just deal with being cramped,37,5cf551508926360018a5e9ff
mother,5,18538,Move in with him,91,5cf551508926360018a5e9ff
ring,0,5725,Call the taxi company,89,5cf551508926360018a5e9ff
ring,1,9487,Tell them and apologize for the rest of my life,74,5cf551508926360018a5e9ff
ring,2,26844,Ask one of our parents for a ring to use for the ceremony until we sort this out,94,5cf551508926360018a5e9ff
ring,3,9914,Offer to buy a new ring right now,64,5cf551508926360018a5e9ff
ring,4,7624,Run away,0,5cf551508926360018a5e9ff
ring,5,12843,Blame someone else,3,5cf551508926360018a5e9ff
gas,0,2761,Drive her,98,5cf551508926360018a5e9ff
gas,1,8560,Offer to pay for a taxi or uber,97,5cf551508926360018a5e9ff
gas,4,14644,Ask her to drive,56,5cf551508926360018a5e9ff
gas,5,74026,Call the police,0,5cf551508926360018a5e9ff
medication,0,8447,Ask friends and family for help raising money,96,5cf551508926360018a5e9ff
medication,1,108732,Start a GoFundMe,84,5cf551508926360018a5e9ff
medication,2,4670,STeal the money,7,5cf551508926360018a5e9ff
medication,3,7544,Not buy the medication,16,5cf551508926360018a5e9ff
medication,5,10988,Sell most of our valuables,49,5cf551508926360018a5e9ff
arizona,0,6877,Leave to look for help,74,5cf551508926360018a5e9ff
arizona,1,20355,Stay and wait for help,75,5cf551508926360018a5e9ff
arizona,2,9671,Go look for a water source,70,5cf551508926360018a5e9ff
arizona,3,6556,Cut off their arm,1,5cf551508926360018a5e9ff
arizona,4,37147,Try to dignal someone,60,5cf551508926360018a5e9ff
arizona,5,5354,Scream,18,5cf551508926360018a5e9ff
store,0,8884,Close the store and leave,50,5cf551508926360018a5e9ff
store,3,24130,Call other coworkers and see if they can come in or know anything about the situation,73,5cf551508926360018a5e9ff
store,4,3910,Quit,42,5cf551508926360018a5e9ff
store,5,50814,Tell someone to go to court in my place,24,5cf551508926360018a5e9ff
concert,1,11602,Leave and go somewhere else to have fun,98,5cf551508926360018a5e9ff
concert,2,3156,Sneak in,46,5cf551508926360018a5e9ff
concert,3,26358,"Try to get another ticket from someone ",50,5cf551508926360018a5e9ff
concert,4,13701,Give him my ticket and go home,92,5cf551508926360018a5e9ff
concert,5,43832,Explain the situation to someone in charge,81,5cf551508926360018a5e9ff
medication,0,16950,Use a credit card,37,5dc1a56a648927000be0fca7
medication,1,16910,ask a family member for a loan,94,5dc1a56a648927000be0fca7
medication,2,13534,ask a friend for a loan,100,5dc1a56a648927000be0fca7
medication,3,29620,search RX to see if I can get medication free or cheaper,100,5dc1a56a648927000be0fca7
medication,4,22975,pull cash out of my 401k,44,5dc1a56a648927000be0fca7
medication,5,28081,pawn 18 channel mixer,59,5dc1a56a648927000be0fca7
concert,0,9544,give ted my ticket,64,5dc1a56a648927000be0fca7
concert,1,18452,loan ted money and buy another ticket,96,5dc1a56a648927000be0fca7
concert,2,23036,skip concert and go to local club or bar,80,5dc1a56a648927000be0fca7
concert,3,16394,take ted home to get the ticket,32,5dc1a56a648927000be0fca7
concert,4,27606,call a mutual friend and see if they can go to ted house and get the ticket,98,5dc1a56a648927000be0fca7
concert,5,10822,got to concert alone,39,5dc1a56a648927000be0fca7
ring,0,28614,call taxi company to see if driver found ring,100,5dc1a56a648927000be0fca7
ring,1,12706,tell my sister about losing the ring,100,5dc1a56a648927000be0fca7
ring,2,37636,post on social media about the lost of the ring in hopes someone find it,95,5dc1a56a648927000be0fca7
ring,3,35952,let them use my ring as a substitute for wedding,37,5dc1a56a648927000be0fca7
ring,4,26122,borrow a ring from friend or family,27,5dc1a56a648927000be0fca7
ring,5,28419,Pray that the ring is returned in time,81,5dc1a56a648927000be0fca7
gas,1,13830,call the lady a cab or uber,66,5dc1a56a648927000be0fca7
gas,2,9060,nothing at all,42,5dc1a56a648927000be0fca7
gas,3,29106,offer to call someone for her,87,5dc1a56a648927000be0fca7
gas,4,48064,reach out to local authority to assist her,88,5dc1a56a648927000be0fca7
gas,5,29470,ignore her,15,5dc1a56a648927000be0fca7
store,0,55110,leave him a message explaining the importance of your schedule,86,5dc1a56a648927000be0fca7
store,1,10668,lockup the store and leave,100,5dc1a56a648927000be0fca7
store,2,19208,call his  emergency contact number,100,5dc1a56a648927000be0fca7
store,3,8572,miss your court date,13,5dc1a56a648927000be0fca7
store,4,33523,call another employee to she if the can cover his shift,91,5dc1a56a648927000be0fca7
store,5,17702,nothing,38,5dc1a56a648927000be0fca7
bakery,0,14958,tell boss the register came up short,92,5dc1a56a648927000be0fca7
bakery,1,19172,recheck the register balance,100,5dc1a56a648927000be0fca7
bakery,2,24300,ask other employees to check their balance sheets,100,5dc1a56a648927000be0fca7
bakery,3,20872,pay for the mistake out of my own pocket,57,5dc1a56a648927000be0fca7
bakery,4,46724,look thru security system to see if anyone has been stealing,83,5dc1a56a648927000be0fca7
bakery,5,8756,quit the job,12,5dc1a56a648927000be0fca7
arizona,0,26046,find the nearest area where you can get a cellphone signal,83,5dc1a56a648927000be0fca7
arizona,1,13510,find the nearest body of water,61,5dc1a56a648927000be0fca7
arizona,2,42150,find a way to signal for help,100,5dc1a56a648927000be0fca7
arizona,3,41642,take the same trail you use to get there and see if anyone else is around,58,5dc1a56a648927000be0fca7
arizona,4,6824,call out for help,100,5dc1a56a648927000be0fca7
arizona,5,7880,remain calm,67,5dc1a56a648927000be0fca7
mother,0,11096,ask family for assistance,100,5dc1a56a648927000be0fca7
mother,1,10862,let him stay with me,100,5dc1a56a648927000be0fca7
mother,2,22419,find senior affordable housing,100,5dc1a56a648927000be0fca7
mother,3,19232,see if he qualify for veteran housing,100,5dc1a56a648927000be0fca7
mother,4,31553,get a larger apartment,77,5dc1a56a648927000be0fca7
mother,5,40499,see if mom had money left in a will to help,81,5dc1a56a648927000be0fca7
class,0,13267,tell teach about my situation,100,5dc1a56a648927000be0fca7
class,1,13262,"call mom and see if she can bring it ",100,5dc1a56a648927000be0fca7
class,2,7912,miss the assignment,27,5dc1a56a648927000be0fca7
class,3,8732,try and rush and redo it,70,5dc1a56a648927000be0fca7
class,4,5424,nothing,0,5dc1a56a648927000be0fca7
class,5,25476,copy a friends paper,0,5dc1a56a648927000be0fca7
summer,0,7592,call police,100,5dc1a56a648927000be0fca7
summer,1,11210,bust car window out,100,5dc1a56a648927000be0fca7
summer,2,14518,she if anyone knows where the owner is,100,5dc1a56a648927000be0fca7
summer,3,49312,ask mall to put out an emergency call over the PA,100,5dc1a56a648927000be0fca7
summer,4,26646,open car door,100,5dc1a56a648927000be0fca7
summer,5,18989,get others in parking lot to help,100,5dc1a56a648927000be0fca7
mother,0,11779,Move to a larger aprtment,100,5c376ea0eecc440001c58889
mother,1,16946,Seek help from my brother,100,5c376ea0eecc440001c58889
mother,2,10714,Move to a larger apartment,87,5c376ea0eecc440001c58889
mother,3,25475,Move in with my father,100,5c376ea0eecc440001c58889
mother,4,14347,Move closer to my father,80,5c376ea0eecc440001c58889
mother,5,4843,Move my father closer to me,87,5c376ea0eecc440001c58889
medication,0,5356,Get a second job,100,5c376ea0eecc440001c58889
medication,1,6859,Steal the medication,18,5c376ea0eecc440001c58889
medication,2,12963,Borrow money to pay for it,95,5c376ea0eecc440001c58889
medication,3,6403,Seek alternative treatment,77,5c376ea0eecc440001c58889
medication,4,14627,Sell something to buy it,100,5c376ea0eecc440001c58889
medication,5,10003,Gamble to raise the money,38,5c376ea0eecc440001c58889
gas,0,2421,Say no,13,5c376ea0eecc440001c58889
gas,1,13180,Drive her part of the way,87,5c376ea0eecc440001c58889
gas,2,3059,Call her an Uber,94,5c376ea0eecc440001c58889
gas,3,9500,Bring her to the bus stop,86,5c376ea0eecc440001c58889
gas,4,30427,Call someone to give her a ride,72,5c376ea0eecc440001c58889
gas,5,7569,Give her money for a bus,100,5c376ea0eecc440001c58889
arizona,0,5182,Go seek help,100,5c376ea0eecc440001c58889
arizona,1,12738,Stay until help comes,39,5c376ea0eecc440001c58889
arizona,2,5563,Cut her arm off,21,5c376ea0eecc440001c58889
arizona,3,17867,Chip away at the rock,40,5c376ea0eecc440001c58889
arizona,4,17379,Start a signal fire,69,5c376ea0eecc440001c58889
arizona,5,9323,Yell for help,81,5c376ea0eecc440001c58889
ring,0,5845,Call the taxi company,73,5c376ea0eecc440001c58889
ring,1,10354,Find a substitute ring,95,5c376ea0eecc440001c58889
ring,2,9204,Run away,6,5c376ea0eecc440001c58889
ring,3,10195,Apologize,50,5c376ea0eecc440001c58889
ring,4,14196,Make a ring out of something else,41,5c376ea0eecc440001c58889
class,0,5596,Ask for an extension,100,5c376ea0eecc440001c58889
class,1,10027,Turn it in late,90,5c376ea0eecc440001c58889
class,2,4995,Call mom to bring it,100,5c376ea0eecc440001c58889
class,3,5396,Go home and get it,42,5c376ea0eecc440001c58889
class,4,8947,Redo it right there,47,5c376ea0eecc440001c58889
class,5,10164,Take a bad grade,32,5c376ea0eecc440001c58889
store,0,2021,Wait,86,5c376ea0eecc440001c58889
store,1,4475,Close the store,16,5c376ea0eecc440001c58889
store,2,13187,Leave the store unattended,0,5c376ea0eecc440001c58889
store,3,6180,Change the appointment,100,5c376ea0eecc440001c58889
store,4,4020,Cancel the appointment,71,5c376ea0eecc440001c58889
store,5,3844,Miss the appointment,38,5c376ea0eecc440001c58889
summer,0,3660,Call the police,100,5c376ea0eecc440001c58889
summer,1,3292,Break the window,95,5c376ea0eecc440001c58889
summer,2,4093,Call for help,85,5c376ea0eecc440001c58889
summer,3,12796,Leave,0,5c376ea0eecc440001c58889
summer,4,15683,Try to open the car door,65,5c376ea0eecc440001c58889
summer,5,6123,Wait for the owner,11,5c376ea0eecc440001c58889
bakery,0,6503,Put my own money in the drawer,94,5c376ea0eecc440001c58889
bakery,1,4892,Take up a collection,62,5c376ea0eecc440001c58889
bakery,2,8717,Pretend not to notice,0,5c376ea0eecc440001c58889
bakery,3,16265,Overcharge to make it up,0,5c376ea0eecc440001c58889
bakery,4,10131,Cover it up,0,5c376ea0eecc440001c58889
bakery,5,9084,Quit,37,5c376ea0eecc440001c58889
concert,0,8956,Go do something else together,91,5c376ea0eecc440001c58889
concert,1,9203,Go home to get the ticket,100,5c376ea0eecc440001c58889
concert,2,3651,Buy another ticket,71,5c376ea0eecc440001c58889
concert,3,3316,Sneak in,0,5c376ea0eecc440001c58889
concert,4,20418,Go in without him,17,5c376ea0eecc440001c58889
concert,5,6260,Give him my ticket,38,5c376ea0eecc440001c58889
concert,0,19270,See if the ticket was emailed to him so we could access another copy,64,5fa17ddeabc188288bde81c8
concert,2,5430,Buy Ted another ticket,94,5fa17ddeabc188288bde81c8
concert,3,10782,Give my ticket to Ted,50,5fa17ddeabc188288bde81c8
concert,4,4244,Leave Ted outside,50,5fa17ddeabc188288bde81c8
concert,5,8951,Everyone skip the concert,13,5fa17ddeabc188288bde81c8
summer,0,5524,Call police,100,5fa17ddeabc188288bde81c8
summer,1,3247,break window,68,5fa17ddeabc188288bde81c8
summer,2,11302,Go into mall and page owner,70,5fa17ddeabc188288bde81c8
summer,3,5228,Ignore the situation,18,5fa17ddeabc188288bde81c8
summer,4,12663,try and open the door,69,5fa17ddeabc188288bde81c8
summer,5,36035,stay with dog,43,5fa17ddeabc188288bde81c8
gas,0,5487,Call a ride for her,59,5fa17ddeabc188288bde81c8
gas,1,5567,Give her some money,49,5fa17ddeabc188288bde81c8
gas,2,4553,decline the request,77,5fa17ddeabc188288bde81c8
gas,3,5788,take her where she wants to go,18,5fa17ddeabc188288bde81c8
gas,4,9110,Call someone for assistance,70,5fa17ddeabc188288bde81c8
gas,5,30177,check with other people,52,5fa17ddeabc188288bde81c8
class,0,7520,Explain to the professor,63,5fa17ddeabc188288bde81c8
class,1,8789,try to recreate project in time left,39,5fa17ddeabc188288bde81c8
class,2,3661,skip class,73,5fa17ddeabc188288bde81c8
class,3,4541,Not hand in anything,34,5fa17ddeabc188288bde81c8
class,4,3973,Call home,73,5fa17ddeabc188288bde81c8
class,5,6862,Take what you get,61,5fa17ddeabc188288bde81c8
ring,0,9014,Improvise a ring,61,5fa17ddeabc188288bde81c8
ring,1,5021,Call taxi company,58,5fa17ddeabc188288bde81c8
ring,2,7726,borrow someone else ring,72,5fa17ddeabc188288bde81c8
ring,3,10405,ignore the ring part of the ceremony,76,5fa17ddeabc188288bde81c8
ring,4,32069,ignore the problem,25,5fa17ddeabc188288bde81c8
ring,5,11541,continue with the ceremony as best as you can,58,5fa17ddeabc188288bde81c8
medication,0,6413,Sell what you have to make money,57,5fa17ddeabc188288bde81c8
medication,1,4069,Get another job,62,5fa17ddeabc188288bde81c8
medication,2,4589,Borrow money from someone,74,5fa17ddeabc188288bde81c8
medication,3,3255,steal the money,28,5fa17ddeabc188288bde81c8
medication,4,2950,steal the drug,11,5fa17ddeabc188288bde81c8
medication,5,7133,look for alternatives,61,5fa17ddeabc188288bde81c8
arizona,0,6133,Go for help,75,5fa17ddeabc188288bde81c8
arizona,1,14354,stay with friend and try to signal someone,61,5fa17ddeabc188288bde81c8
arizona,2,11783,protect against dehydration with shade improvisation,39,5fa17ddeabc188288bde81c8
arizona,3,6455,Wait it out,20,5fa17ddeabc188288bde81c8
arizona,4,13390,Look for methods to remove arm,66,5fa17ddeabc188288bde81c8
arizona,5,18068,gather fuel to make fire for night,79,5fa17ddeabc188288bde81c8
store,0,5980,Lock up store and leave,95,5fa17ddeabc188288bde81c8
store,1,4310,Skip court,9,5fa17ddeabc188288bde81c8
store,2,3989,call another employee,81,5fa17ddeabc188288bde81c8
store,3,13632,Call attorney to see if you can get extension,61,5fa17ddeabc188288bde81c8
store,4,22157,Pull someone else in to watch store (friend),30,5fa17ddeabc188288bde81c8
store,5,10566,Call police to watch store,26,5fa17ddeabc188288bde81c8
mother,0,7599,Move him into your apartment,33,5fa17ddeabc188288bde81c8
mother,1,11671,See if a friend of your father will take care of him,37,5fa17ddeabc188288bde81c8
mother,2,3556,Leave him alone,19,5fa17ddeabc188288bde81c8
mother,3,7861,Move in with your father,62,5fa17ddeabc188288bde81c8
mother,4,12846,Check in on him as much as possible,60,5fa17ddeabc188288bde81c8
mother,5,7500,Prepare easy meals in advance for him,74,5fa17ddeabc188288bde81c8
bakery,0,5310,Recheck your figures,79,5fa17ddeabc188288bde81c8
bakery,1,4301,make up the difference,40,5fa17ddeabc188288bde81c8
bakery,2,6613,take up a collection from other employees,28,5fa17ddeabc188288bde81c8
bakery,3,8471,confront boss,62,5fa17ddeabc188288bde81c8
bakery,4,6700,make everyone work,11,5fa17ddeabc188288bde81c8
bakery,5,13520,Hide the discrepancy,79,5fa17ddeabc188288bde81c8
gas,0,20381,Offer to pay for a Lyft to take her home,62,5e2926d80beb030ede110e67
gas,1,7856,Give her a ride,53,5e2926d80beb030ede110e67
gas,2,15542,Offer money for her to find other transportation,60,5e2926d80beb030ede110e67
gas,4,16831,Give her some cash to do as she pleases,67,5e2926d80beb030ede110e67
class,0,14505,Tell my teacher what happened and see if I can give it the next day,100,5e2926d80beb030ede110e67
class,2,13537,Just get an incomplete for not doing the work,29,5e2926d80beb030ede110e67
class,4,29270,Tell the teacher I can email it to her later that evening,67,5e2926d80beb030ede110e67
class,5,9370,Go home and get it at lunch,17,5e2926d80beb030ede110e67
ring,0,12160,Tell my sister what happened so she can help me,78,5e2926d80beb030ede110e67
ring,1,10707,Call the taxi company to find out who the driver was,92,5e2926d80beb030ede110e67
ring,2,8995,Run away and never speak to her again,9,5e2926d80beb030ede110e67
ring,3,17833,Call the police and ask their advice,57,5e2926d80beb030ede110e67
ring,4,26236,Find out the address of the cab company and go there,64,5e2926d80beb030ede110e67
concert,1,6202,Just go back home and get it,72,5e2926d80beb030ede110e67
concert,2,10331,Ask if he can purchase a new ticket at the door,80,5e2926d80beb030ede110e67
concert,3,22228,Call a friend who can look at the ticket at his house and read it to the person checking it at the door,66,5e2926d80beb030ede110e67
concert,4,11233,Just go home and forget about the concert,34,5e2926d80beb030ede110e67
concert,5,27348,Try to sneak in,25,5e2926d80beb030ede110e67
mother,0,9266,See if any other family can take him in,85,5e2926d80beb030ede110e67
mother,1,10843,Try to find an affordable home health aide,77,5e2926d80beb030ede110e67
mother,2,15672,Try having the family come in to look after him in shifts,77,5e2926d80beb030ede110e67
mother,3,23854,See if he can sell his house and use that money for assisted living,70,5e2926d80beb030ede110e67
mother,4,12186,"Try to get him on government assistance ",35,5e2926d80beb030ede110e67
mother,5,14388,See if my town offers volunteers to help with the elderly,59,5e2926d80beb030ede110e67
bakery,0,27048,Use my own money to pay for it,33,5e2926d80beb030ede110e67
bakery,1,22372,"If there are employees around, ask for them to contribute to pay towards it with me",39,5e2926d80beb030ede110e67
bakery,2,10670,"Recount the drawer to make sure ",64,5e2926d80beb030ede110e67
bakery,4,15947,Offer to work extra hours for free to make up for it,43,5e2926d80beb030ede110e67
bakery,5,6857,Quit my job,21,5e2926d80beb030ede110e67
store,0,8225,Close up shop and go to my appt.,68,5e2926d80beb030ede110e67
store,1,22845,Leave a note on the door that we will be open soon and lock up.,63,5e2926d80beb030ede110e67
store,2,9521,Stay and miss my appt.,35,5e2926d80beb030ede110e67
store,3,4848,Quit my job,17,5e2926d80beb030ede110e67
store,4,21451,Stay at work and ask if I can reschedle my court appt.,59,5e2926d80beb030ede110e67
medication,0,8176,Ask family for financial help,72,5e2926d80beb030ede110e67
medication,1,9682,Ask friends to borrow money,71,5e2926d80beb030ede110e67
medication,2,8692,See how he does without the medicine,24,5e2926d80beb030ede110e67
medication,3,16524,Ask if I can do a payment plan for medicine at the pharmacy,37,5e2926d80beb030ede110e67
arizona,0,8915,Look for other people for help,76,5e2926d80beb030ede110e67
arizona,1,9111,Try to find water until help comes along,69,5e2926d80beb030ede110e67
arizona,2,48368,See if I can get some oil or something to lubricate her arm to loosen it,65,5e2926d80beb030ede110e67
arizona,3,15368,Walk further away to find cell service,81,5e2926d80beb030ede110e67
arizona,5,17688,Just keep walking until I find someone to ask for help,68,5e2926d80beb030ede110e67
summer,0,9425,Break the window and get the dog water,57,5e2926d80beb030ede110e67
summer,1,19347,Go into the stores near the can and yell for the idiot who left their dog in a hot car,77,5e2926d80beb030ede110e67
summer,2,27587,Go into the stores and tell the managers to tell the shoppers about the situation,75,5e2926d80beb030ede110e67
summer,3,11354,Mind my own business and walk away,26,5e2926d80beb030ede110e67
summer,5,11750,See if the doors are unlocked,86,5e2926d80beb030ede110e67
medication,0,12850,Pawn something in our home,90,5a64417931b87a0001c6f48b
medication,1,8351,Borrow money,98,5a64417931b87a0001c6f48b
medication,2,17717,Petition the meds company to help pay part,99,5a64417931b87a0001c6f48b
medication,3,25253,See if the doctor can give anything else similiar.,100,5a64417931b87a0001c6f48b
medication,4,14758,Get an extra job.,63,5a64417931b87a0001c6f48b
medication,5,16595,Ask friends to help,65,5a64417931b87a0001c6f48b
concert,0,13168,Let him go back and get it,86,5a64417931b87a0001c6f48b
concert,1,16598,Offer to help cover another ticket for him.,95,5a64417931b87a0001c6f48b
concert,2,13716,Offer to just do something else for the night.,98,5a64417931b87a0001c6f48b
concert,3,40088,Offer to miss part of the concert until he goes back and get his ticket.,63,5a64417931b87a0001c6f48b
concert,4,39071,Beg the people to let him in without ticket with promise to show later.,27,5a64417931b87a0001c6f48b
concert,5,30125,Call him an idiot for forgetting the ticket and make him feel bad.,0,5a64417931b87a0001c6f48b
store,0,24705,Call to see if can reschedule the court appointment.,100,5a64417931b87a0001c6f48b
store,1,14886,See if another worker can come in my place.,92,5a64417931b87a0001c6f48b
store,2,11740,Just leave the store he should have been there.,2,5a64417931b87a0001c6f48b
store,3,10079,Close the store down.,17,5a64417931b87a0001c6f48b
store,5,45619,Just totally quit the job and leave.,3,5a64417931b87a0001c6f48b
arizona,0,39704,Leave and quickly try and find help.,95,5a64417931b87a0001c6f48b
arizona,1,25791,Form a tent like surface over her to protect from sun.,55,5a64417931b87a0001c6f48b
arizona,2,13196,Go look for water and come back.,64,5a64417931b87a0001c6f48b
arizona,3,23109,Keep trying to unwedge her arm breaking it to remove.,2,5a64417931b87a0001c6f48b
arizona,4,26690," Walk far enough away to get service.",97,5a64417931b87a0001c6f48b
arizona,5,41774,Start screaming and maybe someone will hear.,37,5a64417931b87a0001c6f48b
mother,0,9615,Make room for him anyway.,100,5a64417931b87a0001c6f48b
mother,1,17710,See if another sibling can help.,74,5a64417931b87a0001c6f48b
mother,2,12186,Pool our money together for a larger place.,99,5a64417931b87a0001c6f48b
mother,3,9321,Put him in a nursing home.,27,5a64417931b87a0001c6f48b
mother,4,14526,See if he can get home health service to help me out.,91,5a64417931b87a0001c6f48b
summer,0,6427,Call the police.,99,5a64417931b87a0001c6f48b
summer,1,13124,Notify the nearest store to try and find owner.,91,5a64417931b87a0001c6f48b
summer,2,10266,Break the window.,60,5a64417931b87a0001c6f48b
summer,3,55557,Get the as much car info to report as soon as possible.,40,5a64417931b87a0001c6f48b
summer,4,32211,Wait with the dog as long as possible.,31,5a64417931b87a0001c6f48b
summer,5,56162,Try and make the car alarm go off.,89,5a64417931b87a0001c6f48b
ring,0,20134,Get someone to notify to taxi company to get on it.,55,5a64417931b87a0001c6f48b
ring,1,15942,Whisper to the groom what happened.,94,5a64417931b87a0001c6f48b
ring,2,9589,Faint,17,5a64417931b87a0001c6f48b
ring,3,14339,Borrow a ring from someone in the audience.,96,5a64417931b87a0001c6f48b
ring,4,74542,"Say out loud ""oh no I have lost the ring.""",53,5a64417931b87a0001c6f48b
ring,5,39234,Shrug your shoulders. They should have never trusted you any how.,0,5a64417931b87a0001c6f48b
gas,0,13818,Give her a ride anyhow.,100,5a64417931b87a0001c6f48b
gas,1,7362,Ask for gas money.,58,5a64417931b87a0001c6f48b
gas,2,16426,Nothing she can catch someone else.,0,5a64417931b87a0001c6f48b
gas,3,16870,Help her find some one going a bit further.,39,5a64417931b87a0001c6f48b
gas,4,8734,Call her an uber.,38,5a64417931b87a0001c6f48b
gas,5,16550,Drop her off at a bus station,27,5a64417931b87a0001c6f48b
class,0,13886,Try and make a call to your mom to bring to school.,98,5a64417931b87a0001c6f48b
class,1,16610,Explain to teacher so you can bring in another day.,70,5a64417931b87a0001c6f48b
class,2,18620,Just take the bad grade for a no turn in.,35,5a64417931b87a0001c6f48b
class,3,17293,Offer to do something else for extra credit.,82,5a64417931b87a0001c6f48b
class,4,6685,Say the dog ate your homework.,2,5a64417931b87a0001c6f48b
class,5,29716,Feign sickness to go to the nurse.,10,5a64417931b87a0001c6f48b
bakery,0,14663,Go back over and recount and recheck mistakes.,98,5a64417931b87a0001c6f48b
bakery,1,8790,Put the money back in myself.,76,5a64417931b87a0001c6f48b
bakery,2,9746,Blame it on another worker.,1,5a64417931b87a0001c6f48b
bakery,3,18782,Just let everyone work the overtime.,0,5a64417931b87a0001c6f48b
bakery,4,59614,Take the full brunt of the situation upon yourself working extra hour here and there.,79,5a64417931b87a0001c6f48b
bakery,5,45081,See if everyone can work together to find the money.,76,5a64417931b87a0001c6f48b
class,0,28743,"TALK TO THE TEACHER AND EXPLAIN THE SITUATION, DO ANOTHER ASSIGNMENT TO MAKE UP FOR THE CREDIT",89,5f0632802b566a17e81a5f5f
class,1,19846,STAY AFTER AND DO THE ASSIGNMENT WITH THE TEACHER THERE,100,5f0632802b566a17e81a5f5f
class,2,12862,ASK FOR AN EXTENSION,63,5f0632802b566a17e81a5f5f
class,3,20382,TAKE THE FAILING GRADE,3,5f0632802b566a17e81a5f5f
class,4,16590,"ASK FOR MORE HOMEWORK ",71,5f0632802b566a17e81a5f5f
class,5,12478,DOUBLE UP THE AMOUNT OF HOMEWORK,100,5f0632802b566a17e81a5f5f
bakery,0,19750,EVEN THE REGISTER UP WITH MY OWN MONEY,97,5f0632802b566a17e81a5f5f
bakery,1,11190,BUY SOMETHING TO MAKE THE REGISTER EVEN,100,5f0632802b566a17e81a5f5f
bakery,2,23694,ASK ANOTHER EMPLOYEE TO BUY SOMETHING,29,5f0632802b566a17e81a5f5f
bakery,3,19990,WORK A LITTLE LONGER SO YOU CAN MAKE UP THE DIFFERENCE,96,5f0632802b566a17e81a5f5f
bakery,4,10422,RECOUNT THE REGISTER TO MAKE SURE,73,5f0632802b566a17e81a5f5f
bakery,5,17310,HAVE THE MANAGER HELP YOU TO MAKE IT EVEN,80,5f0632802b566a17e81a5f5f
ring,0,16967,CALL THE TAXI CAB PLACEAND FIND IT,83,5f0632802b566a17e81a5f5f
ring,1,12494,HAVE A FRIEND DRIVE OVER TO THE TAXI CAB PLACE,90,5f0632802b566a17e81a5f5f
ring,3,12791,LOCATE THE EAXT TAXI YOU WERE IN.,15,5f0632802b566a17e81a5f5f
ring,4,16742,HAVE A FRIEND GO BACK TO THE JEWELRY STORE AND GET ANOTHER RING,22,5f0632802b566a17e81a5f5f
ring,5,17854,EXPLAIN THE SITUATION TO THE PEOPLE,100,5f0632802b566a17e81a5f5f
mother,0,15223,CALL MY BROTHER AND DISCUSS THE SITUATION,100,5f0632802b566a17e81a5f5f
mother,1,19127,LOOK INTO ASSISTED LIVING IN MY PRICE RANGE,81,5f0632802b566a17e81a5f5f
mother,2,10206,I COULD LOOK FOR A BIGGER APARTMENT,83,5f0632802b566a17e81a5f5f
mother,3,16063,ASK MY OTHER BROTHER TO HAVE DAD STAY WIOTH HIM TEMPORARILY,80,5f0632802b566a17e81a5f5f
mother,4,14710,ASK FOR HELP FROM RELATIVES,57,5f0632802b566a17e81a5f5f
mother,5,30423,TALK TO SOME LOCAL NURSING HOMES AND SEE WHAT HELP YOU CAN GET,85,5f0632802b566a17e81a5f5f
medication,0,5927,ASK FOR HELP,100,5f0632802b566a17e81a5f5f
