,vignette_name,generation_number,response,reflection_score,id
3878,9,3,Eamon could just on his hazard lights to help protect those behind him,0.36666666666666664,130
3879,9,4,Eamon could honk at the driver to pull over,0.05,130
3880,9,5,Eamon could pull over and wait for the driver to be far gone,0.0,130
3881,10,1,Cameron could offer her a ride,0.7333333333333333,130
3882,10,2,Cameron could kindly decline,0.8166666666666667,130
3883,10,3,Cameron could lie and say it's in the opposite direction of where he's headed,0.7266666666666667,130
3884,10,4,Cameron could ignore her,0.23333333333333334,130
3885,10,5,Cameron could offer to pay her cab,0.6166666666666667,130
3886,11,1,Erica could call 911 to get him help,0.9766666666666667,130
3887,11,2,Erica could ask someone walking by to help her break the window,0.81,130
3888,11,3,Erica could break the window herself,0.6,130
3889,11,4,Erica could run into the store and get help,0.65,130
3890,11,5,Erica could ignore it and walk away,0.02666666666666667,130
3891,12,1,Carl could immediately tell TSA that he accidentally brought his knife for the food festival,0.9366666666666666,130
3892,12,2,Carl could keep the knife hidden and pray it isn't found,0.02666666666666667,130
3893,12,3,Carl could play dumb,0.043333333333333335,130
3894,12,4,Carl could put it in someone elses bag,0.006666666666666667,130
3895,12,5,Carl could leave the airport,0.09666666666666666,130
3896,7,1,Sneak Ted inside the concert,0.7066666666666667,131
3897,7,2,"Leave Ted outside, enjoy the concert",0.85,131
3898,7,3,Give Ted her ticket,0.4766666666666667,131
3899,7,4,Look for anyone selling tickets,0.8766666666666667,131
3900,7,5,Get mad at Ted for leaving his ticket,0.8433333333333334,131
3901,8,1,Ignore the situation,0.8933333333333333,131
3902,8,2,Tell the family about the teenager,0.89,131
3903,8,3,Get mad at the teenager,0.49333333333333335,131
3904,8,4,Go play with the family,0.38666666666666666,131
3905,8,5,"Talk to the teenager, offer help",0.8166666666666667,131
3906,9,1,Call 911 if Eamon feels unsafe,0.85,131
3907,9,2,Take a turn to avoid the driver,0.8266666666666667,131
3908,9,3,Drive carefully behind the driver,0.8866666666666667,131
3909,9,4,Drive past the driver,0.85,131
3910,9,5,Drive on the side of the driver and try to get them to pull over,0.7933333333333333,131
3911,10,1,Say no,0.85,131
3912,10,2,Say yes and drive the extra miles,0.6466666666666666,131
3913,10,3,Offer to pay for a Uber/Lyft taxi service,0.7633333333333333,131
3914,10,4,Ignore the woman,0.6233333333333333,131
3915,10,5,Offer to take her close but not all the way to the destination,0.87,131
3916,11,1,Call security,0.9366666666666666,131
3917,11,2,Walk past the car,0.6833333333333333,131
3918,11,3,Try to get inside the car,0.5566666666666666,131
3919,11,4,Try and find the owner,0.7,131
3920,11,5,Break the window,0.69,131
3921,12,1,Tell security about the knife,0.92,131
3922,12,2,Leave the line and ask someone to pick up the knife (put it somewhere discreet),0.8366666666666667,131
3923,12,3,Give up the knife when security asks for it,0.67,131
3924,12,4,Throw it in a trash can,0.5533333333333333,131
3925,12,5,Go home and store the knife,0.55,131
3926,7,1,Give Ted her ticket,0.5733333333333334,132
3927,7,2,Offer to buy Ted another ticket,0.4666666666666667,132
3928,7,3,Use her ticket to get in and then see if Ted can use the same ticket,0.3233333333333333,132
3929,7,4,Check to see if a digital ticket is available,1.0,132
3930,7,5,Offer to go home with Ted and miss the concert,0.6166666666666667,132
3931,8,1,Ask the teenager if he is a part of the family,0.86,132
3932,8,2,Ask the teenager what the name is of the young children in the water,0.4,132
3933,8,3,Ask the teenager if those are his belongings,0.78,132
3934,8,4,Take video of the teenager,0.56,132
3935,8,5,Notify the police,0.5533333333333333,132
3936,9,1,Take video with their phone,0.49333333333333335,132
3937,9,2,Call the police,0.8866666666666667,132
3938,9,3,Pull up beside the car and ask them to pull over,0.3233333333333333,132
3939,9,4,Pass the car without initiating any contact,0.62,132
3940,9,5,Take an alternate route to get home,0.5366666666666666,132
3941,10,1,Ignore the woman completely,0.7733333333333333,132
3942,10,2,Offer to provide her with a ride,0.35,132
3943,10,3,Talk to her but let her know he's not comfortable giving her a ride,0.97,132
3944,10,4,Inquire if there's someone she could call to assist,0.8533333333333334,132
3945,10,5,Call an uber an offer to pay for her ride,0.3566666666666667,132
3946,11,1,Break the window,0.2966666666666667,132
3947,11,2,Call the police,0.6833333333333333,132
3948,11,3,Notify someone in the mall to make an announcement,0.44,132
3949,11,4,Leave a note for the owner that they're a horrible person,0.03666666666666667,132
3950,11,5,See if she can set off the car's alarm to get the owner's attention,0.23333333333333334,132
3951,12,1,See if he can get the knife through security,0.3466666666666667,132
3952,12,2,Go back and check his knife,0.9666666666666667,132
3953,12,3,Explain what happened to security and see how they react,0.9233333333333333,132
3954,12,4,Try to hide the knife so security won't see it,0.22333333333333333,132
3955,12,5,Leave the knife behind and buy a new one later,0.6633333333333333,132
3956,7,1,stay with him,0.5433333333333333,133
3957,7,2,ask someone to bring his ticket,0.4633333333333333,133
3958,7,3,wait for him to get it,0.39666666666666667,133
3959,7,4,go with him,0.5733333333333334,133
3960,7,5,leave without him,0.27666666666666667,133
3961,8,1,talk to them,0.49,133
3962,8,2,ask for help,0.52,133
3963,8,3,ignore it,0.2833333333333333,133
3964,8,4,go upto them,0.31666666666666665,133
3965,8,5,get s gun,0.35333333333333333,133
3966,9,1,call the cops,0.38666666666666666,133
3967,9,2,follow him,0.36333333333333334,133
3968,9,3,ignore it,0.44666666666666666,133
3969,9,4,speed past to signal him to stop,0.5066666666666667,133
3970,9,5,leave that road,0.4033333333333333,133
3971,10,1,drive him,0.31333333333333335,133
3972,10,2,make up an excuse,0.5233333333333333,133
3973,10,3,say no,0.37333333333333335,133
3974,10,4,get her an uber,0.49333333333333335,133
3975,10,5,leave them there,0.45,133
3976,11,1,call police,0.44,133
3977,11,2,try to open the car door,0.46,133
3978,11,3,try talking to the dog,0.32,133
3979,11,4,ask for help,0.73,133
3980,11,5,ignore it,0.47333333333333333,133
3981,12,1,tell the cops,0.38666666666666666,133
3982,12,2,throw it away,0.36,133
3983,12,3,keep it in there,0.4666666666666667,133
3984,12,4,tell the baggerr,0.5133333333333333,133
3985,12,5,pretend you dont have it,0.45,133
3986,7,1,Try to buy a new ticket,1.0,134
3987,7,2,Call someone and have them bring Teds ticket,0.8666666666666667,134
3988,7,3,Give Ted her ticket ,0.4,134
3989,7,4,Attend the concert without Ted ,0.4666666666666667,134
3990,7,5,Miss the concert and hang out with Ted because Ted can't attend ,0.43333333333333335,134
3991,8,1,Question the teenager,0.84,134
3992,8,2,Tell the family what is going on ,1.0,134
3993,8,3,Report it to an athority,0.7566666666666667,134
3994,8,4,Do nothing and ignore it ,0.16666666666666666,134
3995,8,5,Move the family's stuff and tell the teenager it doesn't belong to them,0.21333333333333335,134
3996,9,1,Call the police and report it,1.0,134
3997,9,2,Ignore the situation and get around the other car,0.38666666666666666,134
3998,9,3,Stay behind the car until police arive,0.9166666666666666,134
3999,9,4,Try and get next to the car and tell the driver to pull over,0.33,134
4000,9,5,Honk at the driver to get him to stop,0.3566666666666667,134
4001,10,1,Give her a ride,0.9366666666666666,134
4002,10,2,Tell her no ,0.37666666666666665,134
4003,10,3,Only drive her as far as he is going,0.6533333333333333,134
4004,10,4,Call a taxi for the woman ,0.5366666666666666,134
4005,10,5,Tell her he will drive her but he needs gas money ,0.33666666666666667,134
4006,11,1,Call the police,1.0,134
4007,11,2,Break the window,0.95,134
4008,11,3,Go back to the mall and try and find the owner ,0.8033333333333333,134
4009,11,4,Leave and do nothing ,0.06333333333333334,134
4010,11,5,Wait by the car for the owner and then chew them out,0.5233333333333333,134
4011,12,1,Throw the knife out ,0.9366666666666666,134
4012,12,2,Explain the situation to security and have them take the knife,0.7633333333333333,134
4013,12,3,Leave the line and put the knife in his car if he drove himself to the airport ,0.4266666666666667,134
4014,12,4,Miss his flight to take the knife home,0.38333333333333336,134
4015,12,5,Try and change flights so he can take the knife home ,0.5233333333333333,134
4016,7,1,gfhfh,0.5333333333333333,135
4017,7,2,ghfgh,0.67,135
4018,7,3,ghgh,0.7766666666666666,135
4019,7,4,ghgfh,0.7266666666666667,135
4020,7,5,hfdgs,0.79,135
4021,8,1,gdhf,0.46,135
4022,8,2,gdhgdf,0.65,135
4023,8,3,fdhg,0.6866666666666666,135
4024,8,4,gdfgh,0.6433333333333333,135
4025,8,5,ghggf,0.8233333333333334,135
4026,9,1,stop,0.4866666666666667,135
4027,9,2,call the police,0.6166666666666667,135
4028,9,3,ignore it,0.6266666666666667,135
4029,9,4,help the driver pull over,0.8,135
4030,9,5,drive past him,0.7933333333333333,135
4031,10,1,fbvbgf,0.6833333333333333,135
4032,10,2,ffgda,0.4533333333333333,135
4033,10,3,a,0.61,135
4034,10,4,a,0.31,135
4035,10,5,a,0.57,135
4036,11,1,fggfgf,0.8633333333333333,135
4037,11,2,fgdg,0.8866666666666667,135
4038,11,3,gfgf,0.8866666666666667,135
4039,11,4,gfgfdfg,0.8,135
4040,11,5,fgg,0.8533333333333334,135
4041,12,1,fbggdhnfg,0.5933333333333334,135
4042,12,2,fghfg,0.69,135
4043,12,3,hfghgf,0.7733333333333333,135
4044,12,4,fgf,0.5366666666666666,135
4045,12,5,hfhghg,0.33,135
4046,7,1,She could give Ted her ticket,0.4633333333333333,136
4047,7,2,She could go back with Ted for the ticket,0.6866666666666666,136
4048,7,3,She could ask one of her friends to loan Ted a ticket,0.3333333333333333,136
4049,7,4,She could go in without Ted,0.52,136
4050,7,5,She could ask to buy a ticket right there,0.65,136
4051,8,1,Eunice could ask if the teen is part of the family,0.7266666666666667,136
4052,8,2,She could continue watching him to see,0.71,136
4053,8,3,She could alert the kids,0.5766666666666667,136
4054,8,4,She could alert a grownup about him,0.7666666666666667,136
4055,8,5,She could ignore him,0.8066666666666666,136
4056,9,1,He can honk his horn,0.71,136
4057,9,2,He can call the cops,0.35333333333333333,136
4058,9,3,He can ignore it,0.5233333333333333,136
4059,9,4,He can bump into the car,0.16666666666666666,136
4060,9,5,He can ignore it,0.58,136
4061,10,1,He could give her a ride,0.7633333333333333,136
4062,10,2,He could refuse to give her a ride,0.44666666666666666,136
4063,10,3,He could ignore her,0.25333333333333335,136
4064,10,4,He could say he can giver her a partial ride there,0.5666666666666667,136
4065,10,5,He could ask for payment,0.36666666666666664,136
4066,11,1,She can break the window,0.3933333333333333,136
4067,11,2,She can call the cops,0.6566666666666666,136
4068,11,3,She can wait for the person to come back,0.41,136
4069,11,4,She can call an ambulance,0.56,136
4070,11,5,She can ignore it,0.13666666666666666,136
4071,12,1,He can take it out and explain,0.7933333333333333,136
4072,12,2,He can explain once they see it,0.8433333333333334,136
4073,12,3,He can pretend it isn't his,0.17333333333333334,136
4074,12,4,He can not say anything,0.3433333333333333,136
4075,12,5,He can refuse to go through the line,0.5166666666666667,136
4076,7,1,Buy a new ticket.,0.7666666666666667,137
4077,7,2,Go home.,0.6766666666666666,137
4078,7,3,Ask his friends to split the cost of the ticket.,0.72,137
4079,7,4,Ask a friend to drive the ticket to Ted.,0.6433333333333333,137
4080,7,5,Ted asks his parents to drive the ticket to him.,0.7433333333333333,137
4081,8,1,Ask the boy if he's with this group.,0.71,137
4082,8,2,Ask the group about the boy.,0.5966666666666667,137
4083,8,3,Tell the boy to leave their stuff alone.,0.5366666666666666,137
4084,8,4,Just watch the boy and do nothing.,0.7533333333333333,137
4085,8,5,Call the police on the boy.,0.48333333333333334,137
4086,9,1,Honk the horn to get the driver's attention.,0.63,137
4087,9,2,Call the highway patrol and report the driver.,0.8566666666666667,137
4088,9,3,Call the local police and report the driver.,0.8533333333333334,137
4089,9,4,Drive next to the driver and motion him to get off the road.,0.62,137
4090,9,5,Drive in front of the driver and slow down until his car is forced to stop.,0.3466666666666667,137
4091,10,1,Give the woman a ride.,0.8266666666666667,137
4092,10,2,Call the woman a cab.,0.6866666666666666,137
4093,10,3,Pay for the woman's uber.,0.6766666666666666,137
4094,10,4,Tell her no.,0.8066666666666666,137
4095,10,5,Call a friend and ask to give her a ride.,0.5566666666666666,137
4096,11,1,call mall security and report the car.,0.6266666666666667,137
4097,11,2,call the police and report the car.,0.7566666666666667,137
4098,11,3,call animal control and report the driver.,0.61,137
4099,11,4,break the window and help the dog get out.,0.4633333333333333,137
4100,11,5,pick the door's lock and open the car.,0.22,137
4101,12,1,Check the knife with the airline to be stowed under the plane.,0.8933333333333333,137
4102,12,2,Throw the knife away.,0.7433333333333333,137
4103,12,3,Call a friend to come pick it up.,0.7533333333333333,137
4104,12,4,Leave the knife somewhere.,0.37333333333333335,137
4105,12,5,Ask the airline his options.,0.9566666666666667,137
4106,7,1,She could give Ted her ticket instead.,0.66,138
4107,7,2,She could try to sneak Ted in.,0.11666666666666667,138
4108,7,3,She could ignore his missing ticket and enjoy the concert without Ted.,0.6133333333333333,138
4109,7,4,She could try and bribe a security guard to let them in.,0.04666666666666667,138
4110,7,5,She could try and buy a ticket from a nearby scalper.,0.42333333333333334,138
4111,8,1,She could yell to get the family's attention.,0.37666666666666665,138
4112,8,2,She could ignore the teen and pretend she doesn't see him.,0.6433333333333333,138
4113,8,3,She could confront the teen.,0.3,138
4114,8,4,She could run over and grab the family's belongings away from the teenager.,0.21333333333333335,138
4115,8,5,She could ask someone nearby if the teen looks suspicious.,0.6566666666666666,138
4116,9,1,He could ignore the driver and drive away.,0.4033333333333333,138
4117,9,2,He could honk his horn to get the driver's attention.,0.21,138
4118,9,3,He could call the police to come find the driver.,0.7,138
4119,9,4,He could try and run the car off the road.,0.03333333333333333,138
4120,9,5,He could call a friend to come follow the car with him.,0.06,138
4121,10,1,He could ignore the woman.,0.6233333333333333,138
4122,10,2,He could give her money for a taxi.,0.5333333333333333,138
4123,10,3,He could call a cab for her and pay for her fare upfront.,0.58,138
4124,10,4,He could give her a ride.,0.42,138
4125,10,5,He could call the police on the woman for harassing him.,0.15,138
4126,11,1,She could break the glass and rescue the dog. ,0.5633333333333334,138
4127,11,2,She could call the police to come get the dog.,0.6566666666666666,138
4128,11,3,She could wait by the car for the owner to come back.,0.5833333333333334,138
4129,11,4,She could ignore the dog and walk away.,0.24333333333333335,138
4130,11,5,She could walk into a nearby store and ask them to page the owner.,0.68,138
4131,12,1,He could ask the TSA to confiscate it for him.,0.7833333333333333,138
4132,12,2,He could step out of line and stow it away somewhere.,0.7266666666666667,138
4133,12,3,He could step out of line and throw it out.,0.8866666666666667,138
4134,12,4,He could hope that the TSA doesn't notice and continue going through security.,0.45,138
4135,12,5,He could offer it to someone else walking through the airport.,0.18,138
4136,7,1,Leave Ted behind to get his ticket and drive off with the rest of her friends,0.3333333333333333,139
4137,7,2,Drive Ted back home to get his ticket,0.9666666666666667,139
4138,7,3,Keep driving and hope they can buy a ticket at the concert,0.6,139
4139,7,4,They both skip the concert and hang out to do something else.,0.6666666666666666,139
4140,7,5,Darya gives up her ticket and let him go by himself,0.3,139
4141,8,1,Ignore the teenage and keep suntanning,0.7333333333333333,139
4142,8,2,Call the parents and let them know what's happening,1.0,139
4143,8,3,Go over and stop/talk to the teen about being there,1.0,139
4144,8,4,Call the police,0.8666666666666667,139
4145,8,5,Flash and Seduce the teenager to get their stuff back,0.06666666666666667,139
4146,9,1,Slow down until the driver is away from him,1.0,139
4147,9,2,Call the police and report it,0.6666666666666666,139
4148,9,3,Speed up and go around him,0.7666666666666667,139
4149,9,4,Pull over and let the driver keep going on his way,1.0,139
4150,9,5,Ram his car and make a citizen's arrest,0.16666666666666666,139
4151,10,1,Ignore the woman,0.8333333333333334,139
4152,10,2,Offer to call for a ride,0.7,139
4153,10,3,Run and hide in the gas station,0.9333333333333333,139
4154,10,4,Give her a ride,0.3333333333333333,139
4155,10,5,Kill her and steal her stuff,0.0,139
4156,11,1,Call the police or animal control,1.0,139
4157,11,2,Smash the window and rescue the dog,0.7333333333333333,139
4158,11,3,Track down the owner inside the mall,0.43333333333333335,139
4159,11,4,Try to open the door with a crowbar and save it,0.43333333333333335,139
4160,11,5,Ignore the dog and let it die,0.5,139
4161,12,1,Get off-line to add it to his check in luggage ,1.0,139
4162,12,2,Try to sneak it and through security by acting normal,0.6666666666666666,139
4163,12,3,Try to explain why he's got and hope they let him keep it,0.6,139
4164,12,4,Skip his flight and take the next one after putting the knife in his checked in luggage,0.8333333333333334,139
4165,12,5,Take a hostage using the knife to get on the flight,0.0,139
4166,7,1,pay for Ted,0.7033333333333334,140
4167,7,2,Go alone,0.4666666666666667,140
4168,7,3,Request Ted to return,0.43666666666666665,140
4169,7,4,Return with Ted,0.6666666666666666,140
4170,7,5,Agree with Ted what to do,0.8866666666666667,140
4171,8,1,Ask the boy what he is looking for,0.77,140
4172,8,2,Inform a family member,0.8966666666666666,140
4173,8,3,Ask the teenagers identity,0.9266666666666666,140
4174,8,4,Confront the teenager,0.24666666666666667,140
4175,8,5,Ignore,0.36666666666666664,140
4176,9,1,Signal the driver,0.7166666666666667,140
4177,9,2,Warn the driver,0.81,140
4178,9,3,Call police,0.75,140
4179,9,4,Ignore,0.22333333333333333,140
4180,9,5,Overtake,0.6966666666666667,140
4181,10,1,Decline,0.7366666666666667,140
4182,10,2,Accept,0.88,140
4183,10,3,Ignore,0.25333333333333335,140
4184,10,4,Lie,0.12,140
4185,10,5,Complain,0.12666666666666668,140
4186,11,1,carry it,0.7266666666666667,140
4187,11,2,give it food,0.6266666666666667,140
4188,11,3,allow it to rest,0.8,140
4189,11,4,leave it alone,0.21333333333333335,140
4190,11,5,massage it,0.7766666666666666,140
4191,12,1,return,0.5166666666666667,140
4192,12,2,ignore,0.16,140
4193,12,3,surrender,0.66,140
4194,12,4,throw it away,0.4033333333333333,140
4195,12,5,explain,0.75,140
4196,7,1,Darya could provide proof using email confirmation,0.72,141
4197,7,2,Darya could skip the concert to keep Ted company,0.42,141
4198,7,3,Darya could ask if a friend would deliver the ticket for Ted,0.54,141
4199,7,4,Darya could buy a new ticket at the entrance,0.6366666666666667,141
4200,7,5,Darya could ask if they accept e-tickets,0.72,141
4201,8,1,Eunice could mind her own business,0.72,141
4202,8,2,Eunice could ask if the items belong to the teenager,0.43333333333333335,141
4203,8,3,Eunice could make a sense and draw attention to what is going on around her,0.3333333333333333,141
4204,8,4,Eunice could intervene and stop the teenager,0.3333333333333333,141
4205,8,5,Eunice could wave down the family and ask them if the teenager is with them,0.47,141
4206,9,1,running out of time,0.0,141
4207,9,2,running out of time,0.0,141
4208,9,3,running out of time,0.0,141
4209,9,4,running out of time,0.0,141
4210,9,5,running out of time,0.0,141
4211,10,1,Cameron could decline the woman's request,0.72,141
4212,10,2,Cameron could offer to drive the woman up to a certain point but not the entire way,0.5033333333333333,141
4213,10,3,Cameron could take the woman to her destination,0.33666666666666667,141
4214,10,4,Cameron could ask the woman why she hasn't sought out other forms of transportation,0.8366666666666667,141
4215,10,5,Cameron could carry on with his own business and just ignore the woman,0.5866666666666667,141
4216,11,1,Erica could notify mall personnel,0.72,141
4217,11,2,Erica could smash out the windows to help the dog,0.4166666666666667,141
4218,11,3,Erica could wave down bystanders for assistance,0.6366666666666667,141
4219,11,4,Erica could ignore the dog and walk away,0.33,141
4220,11,5,Erica could attempt to open the car door's without resorting to damaging it,0.5866666666666667,141
4221,12,1,Carl could notify security of his profession and explain why he has the knife,0.6366666666666667,141
4222,12,2,Carl could see if the airport will rent out lockers that he can use to store the knife,0.72,141
4223,12,3,Carl could ditch the knife in the nearest trash receptacle,0.49666666666666665,141
4224,12,4,Carl could call a friend or family member to see if they'll take the knife for him,0.5866666666666667,141
4225,12,5,Carl could change or delay his flight while he looks for a solution for his knife,0.4166666666666667,141
4226,7,1,Go into the concert and let Ted figure things out for himself. ,0.6833333333333333,142
4227,7,2,Try and buy Ted another ticket. ,0.75,142
4228,7,3,Skip the concert and go somewhere else with Ted. ,0.7,142
4229,7,4,Go to the ticket office and see if they can help. ,1.0,142
4230,7,5,Call someone at Ted's house to bring him his ticket. ,0.9166666666666666,142
4231,8,1,Go up to the teenager and question him.,0.8833333333333333,142
4232,8,2,Turn away and do nothing.,0.8,142
4233,8,3,Go to the water and talk to the family.,0.95,142
4234,8,4,Call the police.,0.36666666666666664,142
4235,8,5,Follow him if he leaves with something. ,0.31666666666666665,142
4236,9,1,Stay back and give that driver a lot of space.,0.9,142
4237,9,2,Call the police.,0.8666666666666667,142
4238,9,3,Try and pass him. ,0.6833333333333333,142
4239,9,4,Honk at him to try and get him off the road. ,0.9,142
4240,9,5,Let someone else deal with it. ,0.43333333333333335,142
4241,10,1,Give the woman a ride to the nearby city.,0.5,142
4242,10,2,Not give the woman a ride. ,1.0,142
4243,10,3,Give the woman a ride to his final destination which is closer to where she is going. ,0.6333333333333333,142
4244,10,4,Give the woman some money for a taxi. ,0.7333333333333333,142
4245,10,5,Tell her to download Uber and ask for a ride. ,0.95,142
4246,11,1,Break the window and free the dog. ,0.9333333333333333,142
4247,11,2,Call the police. ,1.0,142
4248,11,3,Do nothing and leave. ,0.15,142
4249,11,4,Try and find the owner before its too late. ,0.5333333333333333,142
4250,11,5,Ask someone else to break the window. ,0.9166666666666666,142
4251,12,1,Step out of line and find a way to mail it to his final destination.,0.7,142
4252,12,2,Throw it away.,0.4666666666666667,142
4253,12,3,Not say anything unless security does. ,0.18333333333333332,142
4254,12,4,Call someone to come pick it up. ,0.7,142
4255,12,5,Step out of line and pay to check his carry on bag with the airline. ,0.9833333333333333,142
4256,7,1,she could buy him another ticket.,0.8,143
4257,7,2,she could go in without him,0.18333333333333332,143
4258,7,3,she could try to sneak him in a side door,0.06666666666666667,143
4259,7,4,she could wait for him to go get the ticket and come back.,0.65,143
4260,7,5,she can decide to not see the concert and do something else,0.55,143
4261,8,1,she could yell at the teen to stop.,0.8666666666666667,143
4262,8,2,she could inform a lifeguard of the situation,0.95,143
4263,8,3,she could say nothing at all,0.36666666666666664,143
4264,8,4,she could help the teen look through the belongings,0.016666666666666666,143
4265,8,5,she could throw sand at the teen to get them to leave,0.35,143
4266,9,1,They can slow down and stay well behind the person.,0.6333333333333333,143
4267,9,2,They can call the police and give a description of the car so they can maybe get the driver off the road.,0.8833333333333333,143
4268,9,3,They can speed up and pass the car and try to get away from them.,0.5666666666666667,143
4269,9,4,They could speed up and honk their horn and try to get them to pull over and see if everything is alright.,0.3,143
4270,9,5,They could take a different route home so they don't have to follow this person.,0.5333333333333333,143
4271,10,1,"They could tell the person ""no""",0.7666666666666667,143
4272,10,2,they could give the person a ride all the way to their destination,0.7333333333333333,143
4273,10,3,they could give the person a ride up until the point where they would normally stop and tell them they have to find some other way to get where they are going.,0.45,143
4274,10,4, They can call a cab for the person.,0.65,143
4275,10,5,They can give the person money for a cab.,0.5,143
4276,11,1,She could break the window of the car and rescue the dog,0.21666666666666667,143
4277,11,2,she could go back into the mall and ask that the owners of the vehicle be paged to come to their car.,0.85,143
4278,11,3,She could call the police.,0.6333333333333333,143
4279,11,4,She could walk on by and do nothing.,0.35,143
4280,11,5, She can walk around the mall and ask people if they left their dog in the car.,0.31666666666666665,143
4281,12,1,He can remove it and put it in the trash.,0.4166666666666667,143
4282,12,2,He can get out of line and see if he can get it put in to his luggage.,0.8166666666666667,143
4283,12,3,he can try to sneak it through the security line,0.03666666666666667,143
4284,12,4,he can give it to the attendant and they can maybe mail it to him in Chicago.,0.8333333333333334,143
4285,12,5,he can get out of line and take it home.,0.6333333333333333,143
4286,7,1,Take Ted to get his ticket,1.0,144
4287,7,2,Try to find another ticket,0.9666666666666667,144
4288,7,3,Offer her ticket,0.7,144
4289,7,4,Wait for him to get his ticket,0.99,144
4290,7,5,Go on inside the concert,0.67,144
4291,8,1,Confront the teen,1.0,144
4292,8,2,Bring it to the families attention,1.0,144
4293,8,3,Watch the teen to see if they take anything,1.0,144
4294,8,4,Ignore it,0.5,144
4295,8,5,Yell at the teen,0.0,144
4296,9,1,Call the police,1.0,144
4297,9,2,Follow slowly behind him,1.0,144
4298,9,3,Honk at the driver ,0.01,144
4299,9,4,Have the driver pull over,0.52,144
4300,9,5,Try to warn other drivers. ,0.83,144
4301,10,1,Say he isn't travelling that way,1.0,144
4302,10,2,Give her a ride,1.0,144
4303,10,3,Tell her he's not familiar with the area,0.5066666666666667,144
4304,10,4,Tell her he's running late,0.5233333333333333,144
4305,10,5,Tell her he is heading the opposite direction,0.5133333333333333,144
4306,11,1,Call the police,1.0,144
4307,11,2,Try to get the dog out,1.0,144
4308,11,3,Break the car window,0.9366666666666666,144
4309,11,4,Get mall security,1.0,144
4310,11,5,Let other people know,1.0,144
4311,12,1,Let security know,1.0,144
4312,12,2,Give the knife to security ,1.0,144
4313,12,3,Throw it away,0.0033333333333333335,144
4314,12,4,Hide it,0.0,144
4315,12,5,Keep it in the car,0.8366666666666667,144
4316,7,1,forget Ted,0.9266666666666666,145
4317,7,2,go in the concert,0.9933333333333333,145
4318,7,3,sorry Ted,0.9766666666666667,145
4319,7,4,See if they can purchase another,0.9333333333333333,145
4320,7,5,Sneak in to the concert,0.49,145
4321,8,1,Get closer,0.9833333333333333,145
4322,8,2,Ask the teenager,0.9533333333333334,145
4323,8,3,ask the family,0.9266666666666666,145
4324,8,4,see what he's taking,0.78,145
4325,8,5,tell him to find  his parents,0.65,145
4326,9,1,call police,0.9966666666666667,145
4327,9,2,try to stop the driver,0.7333333333333333,145
4328,9,4,turn around,0.6366666666666667,145
4329,9,5,ignore,0.20666666666666667,145
4330,10,1,call her a cab,0.9533333333333334,145
4331,10,2,say NO,0.94,145
4332,10,3,let her use the phone,0.9533333333333334,145
4333,10,4,take her home,0.3333333333333333,145
4334,10,5,give her money for a cab,0.7266666666666667,145
4335,11,1,see if doors are unlocked,0.9633333333333334,145
4336,11,2,call police,0.9566666666666667,145
4337,11,3,look for  owner,0.84,145
4338,11,4,break the window,0.6766666666666666,145
4339,11,5,talk to the dog,0.99,145
4340,12,1,call someone to come get it,0.9233333333333333,145
4341,12,2,check his bag instead of carry on,0.97,145
4342,12,3,try to sneak through,0.33666666666666667,145
4343,12,4,tell the security it's there,0.8133333333333334,145
4344,12,5,mail it home,0.7433333333333333,145
4345,7,1,Ask him if they could buy another ticket,0.9333333333333333,146
4346,7,2,tell him they will save him a spot,0.8666666666666667,146
4347,7,3,offer to go with him to get the ticket,0.8566666666666667,146
4348,7,4,give up her ticket and go get his for him,0.6666666666666666,146
4349,7,5,try and sneak him in to the concert,0.24666666666666667,146
4350,8,1,Ask him if he knows that family,0.7333333333333333,146
4351,8,2,Alert the family,0.7166666666666667,146
4352,8,3,look the other way,0.5833333333333334,146
4353,8,4,take a photo with her phone,0.9033333333333333,146
4354,8,5,ask the person what he is looking for in the belongings,0.6366666666666667,146
4355,9,1,Slow down and give plenty of space between him and that car,0.8533333333333334,146
4356,9,2,Honk his horn,0.6833333333333333,146
4357,9,3,call 911,0.8,146
4358,9,4,flash his headlights,0.5833333333333334,146
4359,9,5,if safe try to pass using the shoulder and alert oncoming cars with flashing lights,0.45,146
4360,10,1,Tell her he is not going in that direction,0.7833333333333333,146
4361,10,2,Ask her to help pay for gas,0.7333333333333333,146
4362,10,3,Tell her he doesnt let strangers in his car,0.8166666666666667,146
4363,10,4,Say no directly,0.8666666666666667,146
4364,10,5,tell her he is picking up other people and there is not enough room,0.48333333333333334,146
4365,11,1,break the window,0.7266666666666667,146
4366,11,2,call the mall office to find out whose car it is,0.9333333333333333,146
4367,11,3,call the police,0.9666666666666667,146
4368,11,4,see if she can get anyone to help pry open the door,0.48333333333333334,146
4369,11,5,see if car is unlocked to open it up,0.8633333333333333,146
4370,12,1,leave the line and ask to check in the item,0.8333333333333334,146
4371,12,2,go throw it out,0.71,146
4372,12,3,call a friend to come get it,0.65,146
4373,12,4,visit security and explain the situation and see what he can do,0.8266666666666667,146
4374,12,5,nothing and tell security a lie that he does not know how it got there,0.43,146
4375,7,1,She could give him her ticket,0.8533333333333334,147
4376,7,2,Tell him to go home to get it,0.8933333333333333,147
4377,7,3,Admonish him,0.9066666666666666,147
4378,7,4,Ignore him,0.5133333333333333,147
