"id","context","answer","Probability","Morality","Normality","response"
187,8,5,61,61,62,"Take a picture of the teen"
187,9,1,63,89,81,"Honk his horn"
187,9,2,90,99,92,"Get the license number"
187,9,3,73,79,73,"Call police"
187,9,4,71,79,69,"Flash brights"
187,9,5,66,90,76,"Pull over"
187,10,1,53,61,55,"Take the woman as far as he is driving"
187,10,2,81,91,91,"Say no"
187,10,3,42,60,48,"Take the woman the whole way"
187,10,4,51,66,67,"Call her a cab"
187,10,5,35,59,50,"Give her a bus ticket"
187,11,1,82,83,82,"She could see if the car is unlocked"
187,11,2,52,70,70,"Call the police"
187,11,3,38,67,58,"Break the car window"
187,11,4,88,100,100,"Tell someone at mall security"
187,11,5,76,88,84,"Call dog shelter and ask what to do"
187,12,1,82,100,100,"Leave the knife at security"
187,12,2,45,24,26,"Try to sneak it through"
187,12,3,53,98,89,"Mail it home if possible"
187,12,4,100,100,100,"Ask security how to get it back"
187,12,5,72,100,89,"Call someone to pick it up"
188,7,1,97,100,98,"Buy a new ticket."
188,7,2,9,5,5,"Sneak in the theater."
188,7,3,66,100,66,"Co home to get ticket."
188,7,4,9,5,5,"Steal somone elses ticket."
188,7,5,84,100,79,"Get his friend to buy a ticket."
188,8,1,88,100,93,"Tell the family that the persone was going through their belongings."
188,8,2,86,100,88,"Call the police."
188,8,3,73,100,70,"Notify nearby security."
188,8,4,20,44,15,"Have her enourmous husband confront the person."
188,8,5,5,1,3,"Pretend like nothing happened."
188,9,1,95,100,93,"Call the police on his cell phone."
188,9,2,8,4,9,"Pull along side the driver and force them off the road."
188,9,3,72,81,78,"Stay back and give them plenty of room."
188,9,4,76,100,68,"Pulling over and calling the police."
188,9,5,4,25,5,"Speeding ahead of the driver to warn oncoming traffic. (sarcastic)"
188,10,1,84,89,87,"He could bring her part of the way."
188,10,2,78,100,76,"He could call her a cab."
188,10,3,33,24,29,"He could ignore the woman completely."
188,10,4,45,100,32,"He could call a friend to give her a ride."
188,10,5,69,100,67,"He could bring her all the way to her destination."
188,11,1,96,100,98,"Notify security at the mall."
188,11,2,59,100,50,"Call pop a lock to unlock the car."
188,11,3,29,100,25,"Call her friend that is a locksmith."
188,11,4,20,46,20,"Smash the window of the car."
188,11,5,2,1,1,"She could ignore the helpless dog."
188,12,1,90,100,98,"Get it put into his checked lugage."
188,12,2,60,100,71,"Call a friend to come and pickup his knife."
188,12,3,40,100,40,"Mail the knife to his destination."
188,12,4,29,100,30,"Go and leave the knife in his car."
188,12,5,2,0,2,"Sneak the knife through security. (sarcastic)"
189,7,1,84,38,23,"Sad"
189,7,2,65,34,51,"Angry "
189,7,3,74,42,27,"Uneasy "
189,7,4,61,34,20,"Surprised "
189,7,5,74,27,36,"Downcast "
189,8,1,67,37,51,"Shout"
189,8,2,48,55,61,"Alert"
189,8,3,48,35,50,"Look away"
189,8,4,34,56,67,"Confused "
189,8,5,70,40,59,"Shocked "
189,9,1,59,45,36,"Scared"
189,9,2,100,56,30,"Uneasy"
189,9,3,92,38,39,"Glittery "
189,9,4,100,44,36,"Afraid "
189,9,5,100,35,37,"Shocked "
189,10,1,67,37,50,"Decline"
189,10,2,41,50,71,"Murmur"
189,10,3,70,51,54,"Reluctance "
189,10,4,79,34,35,"Angry"
189,10,5,46,46,57,"Permissive"
189,11,1,70,46,37,"Frozen "
189,11,2,62,53,52,"Scared"
189,11,3,71,45,35,"Shocked "
189,11,4,51,53,30,"Shout"
189,11,5,100,53,34,"Amazed"
189,12,1,100,33,43,"Scared"
189,12,2,35,39,55,"Shocked "
189,12,3,31,70,42,"Astonished "
189,12,4,80,30,51,"Amused"
189,12,5,52,33,53,"Escape "
190,7,1,61,38,67,"Darya could go in with her other friends and leave Ted to go get his ticket"
190,7,2,72,88,82,"Darya could go with Ted to get his ticket"
190,7,3,40,49,83,"Darya could try to convince Ted to skip the concert altogether since he would miss part of it"
190,7,4,20,10,82,"Darya could try to sneak Ted in around a back gate once she's inside"
190,7,5,10,100,41,"Darya could give her ticket to Ted and skip the concert"
190,8,1,73,77,85,"Eunice could ignore the teenager"
190,8,2,64,72,78,"Eunice could say something to the teenager"
190,8,3,12,71,13,"Eunice could yell for the family"
190,8,4,39,73,74,"Eunice could walk over to the teenager to talk to them"
190,8,5,84,85,87,"Eunice could watch the teenager closely for a few minutes to see if they steal anything"
190,9,1,59,35,71,"Eamon could ignore the driver and go around them"
190,9,2,80,93,92,"Eamon could call the police to report the driver"
190,9,3,49,77,87,"Eamon could try to flag down the driver"
190,9,4,13,57,6,"Eamon could drive in front of the driver and try to block their path"
190,9,5,5,7,7,"Eamon could run into the side of the driver's car and attempt to run them off the road"
190,10,1,20,48,75,"Cameron could ignore her "
190,10,2,50,87,86,"Cameron could give the woman a ride"
190,10,3,77,76,85,"Cameron could make an excuse not to take her"
190,10,4,50,89,95,"Cameron could say no"
190,10,5,10,92,24,"Cameron could give her money for a cab ride"
190,11,1,83,86,84,"Erica could call animal enforcement"
190,11,2,81,85,90,"Erica could alert the mall security"
190,11,3,51,89,93,"Erica could wait with the dog and the car to see if the owners will return"
190,11,4,19,15,78,"Erica could walk by and not do anything"
190,11,5,10,74,41,"Erica could break the windows in the car to get the dog out"
190,12,1,29,15,74,"Carl could attempt to just slide through security without saying anything"
190,12,2,54,28,56,"Carl could act surprised when security finds the knife"
190,12,3,50,79,52,"Carl could alert security right away and explain the situation before he gets to the checkpoint"
190,12,4,51,71,80,"Carl could leave the line and go remove the knife from his bag"
190,12,5,82,93,91,"Carl could call a friend to come meet him at the airport and give the knife to the friend"
191,7,1,10,100,20,"Give her own ticket to Ted and not go to the concert "
191,7,2,75,30,85,"Try to figure out a way to sneak Ted into the concert"
191,7,3,50,90,70,"Try to find someone who happens to have an extra ticket "
191,7,4,75,20,80,"Apologize to Ted but continue into the concert with her other friends"
191,7,5,65,100,55,"Tell Ted that you wouldn't mind accompanying him back to his house, even though you both might end up missing the concert"
191,8,1,50,55,60,"Approach the stranger and confront them"
191,8,2,60,65,45,"Alert the family about the stranger"
191,8,3,5,20,20,"Scream out for help"
191,8,4,3,5,5,"Attack the stranger"
191,8,5,85,80,90,"Ask the stranger politely about his day, trying to figure out if he is part of the family or not"
191,9,1,70,50,90,"Pull to the side of the road and wait, making a safe space between Eamon and the other driver"
191,9,2,30,95,50,"Call the police and report a reckless driver"
191,9,3,10,25,40,"Speed past the driver to get ahead of him in an attempt to avoid an accident down the line"
191,9,4,70,45,80,"Do nothing, and continue at the same speed behind the other driver"
191,9,5,70,80,85,"Beep and flash his lights to attempt to get the other driver's attention"
191,10,1,45,100,60,"Agree to take the woman home, out of the goodness of his heart "
191,10,2,30,45,30,"Agree to take her, but only if she will pay him for the trip"
191,10,3,85,70,75,"Agree to take her as far as where he lives, and explain that she will have to find another ride from there"
191,10,4,50,5,60,"Agree to take the woman, but only if she will go on a date with him"
191,10,5,90,25,100,"Apologize and tell the woman that he is going in another direction"
191,11,1,75,100,77,"Call animal control"
191,11,2,54,84,52,"Try to break into the car"
191,11,3,100,100,100,"Tell mall security about the dog"
191,11,4,10,10,25,"Leave an angry note on the car"
191,11,5,13,2,34,"Do nothing and leave"
191,12,1,85,100,80,"Declare the knife to security, to see if the knife can be stored safely"
191,12,2,35,10,25,"Attempt to conceal the knife somehow, to avoid a hassle"
191,12,3,15,90,35,"Get out of line, take care of the knife, and catch a later flight"
191,12,4,15,90,55,"Try to explain his credentials to an airline official, in an attempt to be allowed to carry the knife"
191,12,5,5,100,15,"Find a post office in the airport, or nearby, and mail the knife to his house, so he can retrieve it when he returns home"
192,7,1,63,100,63,"Drive Ted home to get his ticket"
192,7,2,81,82,80,"Go to the concert without Ted"
192,7,3,21,100,21,"Give her ticket to Ted and miss the concert herself"
192,7,4,19,100,19,"Give money to Ted to buy another ticket"
192,7,5,61,95,72,"Tell Ted to buy another ticket"
192,8,1,62,100,64,"Approach the teenager and ask if they are with the family"
192,8,2,66,23,81,"Nothing"
192,8,3,32,56,38,"Call the police"
192,8,4,62,82,62,"Shout to the family in the water to warn them"
192,8,5,19,57,45,"Take a picture of the teenager as evidence"
192,9,1,71,100,75,"Call the police on his cell phone to report the driver"
192,9,2,39,91,49,"Honk and flash his lights at the other driver to warn them"
192,9,3,82,23,93,"Nothing"
192,9,4,10,18,18,"Follow the driver home so he can chastise the other driver"
192,9,5,5,0,0,"Run the other car off the road"
192,10,1,61,100,74,"Take her where she wants to go"
192,10,2,60,88,89,"Offer to take her as far as his house"
192,10,3,75,75,90,"Refuse to help her"
192,10,4,20,52,20,"Ask her for money to take her home"
192,10,5,10,100,10,"Offer to pay for a cab to take her home"
192,11,1,69,90,84,"Call the police"
192,11,2,81,100,100,"Go to mall security to have the owner paged"
192,11,3,10,38,23,"Smash the window on the car"
192,11,4,70,24,24,"Nothing"
192,11,5,19,96,21,"Call the ASPCA"
192,12,1,91,100,100,"Turn the knife over to security"
192,12,2,50,100,59,"Throw the knife in a garbage can"
192,12,3,8,0,8,"Slip the knife in the carry-on of another passenger"
192,12,4,10,5,6,"Hide the knife in his underwear"
192,12,5,33,9,51,"Leave the knife in his luggage and hopes security doesn't notice it."
193,7,1,21,100,35,"give Ted her ticket"
193,7,2,55,91,84,"go to concert with out Ted"
193,7,3,24,100,51,"take Ted to his house"
193,7,4,7,100,15,"buy from a scalper"
193,7,5,90,36,76,"nothing"
193,8,1,71,100,83,"call out to teenager"
193,8,2,52,78,82,"tell parents"
193,8,3,20,4,34,"do nothing"
193,8,4,3,2,5,"applaud the teenager"
193,8,5,2,49,41,"fall asleep"
193,9,1,79,100,88,"speed past driver"
193,9,2,39,100,81,"write down licence plate"
193,9,3,66,100,99,"call police"
193,9,4,65,78,70,"video driver"
193,9,5,85,25,50,"nothing"
193,10,1,50,100,64,"give her ride"
193,10,2,50,72,51," not give her ride"
193,10,3,24,99,72,"get her an uber"
193,10,4,81,60,63,"give her money"
193,10,5,8,14,6,"call the police"
193,11,1,39,100,83,"Find the owner"
193,11,2,75,100,100,"call the police"
193,11,3,9,78,14,"break the window"
193,11,4,49,100,84,"call a friend for help"
193,11,5,74,100,100,"write down license plate"
193,12,1,71,100,100,"tell security there is a knife in his bag"
193,12,2,25,100,49,"leave the line"
193,12,3,75,10,31,"not say anything"
193,12,4,34,100,69,"take knife out and throw in garbage"
193,12,5,8,100,52,"not take bag"
194,7,1,86,92,87,"He could return home"
194,7,2,87,94,92,"He could buy a new ticket"
194,7,3,30,13,20,"He could sneak in the concert without paying"
194,7,4,12,7,12,"He could steal someone else's ticket"
194,7,5,84,91,89,"He could choose not to go to the concert and do something else instead"
194,8,1,91,86,91,"She could start a conversation with them"
194,8,2,84,92,88,"She could ask who they are"
194,8,3,89,88,94,"She could ask the family about him"
194,8,4,86,92,92,"She could call the police"
194,8,5,90,84,92,"She could take a picture of them"
194,9,1,92,94,96,"He could call the police"
194,9,2,71,72,71,"He could try and pass him"
194,9,3,92,90,90,"He could slow down and try to stay away from him"
194,9,4,60,69,68,"He could stop the car and wait on the side of the road"
194,9,5,10,6,8,"He could try to push him off the road"
194,10,1,89,68,85,"He could say no"
194,10,2,34,89,83,"He could offer to drive her and say yes"
194,10,3,33,96,94,"He could buy her a taxi or Uber ride"
194,10,4,50,23,65,"He could ignore her"
194,10,5,50,9,23,"He could be rude to her"
194,11,1,92,97,94,"She could open the car door"
194,11,2,92,97,93,"She could roll the window down"
194,11,3,92,97,93,"She could look for the owner of the dog"
194,11,4,93,97,92,"She could call animal services"
194,11,5,80,83,82,"She could call the police"
194,12,1,83,92,85,"He could show it to the security"
194,12,2,89,93,92,"He could go home and put it at his house"
194,12,3,50,36,9,"He could throw it in the trash"
194,12,4,60,64,62,"He could not do anything and hope he doesn't alert security"
194,12,5,83,82,83,"He could schedule his flight for a different time"
195,7,1,8,49,10,"tell Ted he is out of luck"
195,7,2,41,84,39,"give ted a ride to get the ticket"
195,7,3,4,3,3,"sneak Ted into the concert"
195,7,4,78,70,75,"give Ted the car keys so he can  get the ticket, then catch up"
195,7,5,17,65,16,"buy another ticket at the gate"
195,8,1,27,72,20,"ask the teenager if he knows the people"
195,8,2,30,100,50,"tell the family when they get back that someone went through their stuff"
195,8,3,41,100,44,"take a pic of the guy with a phone and report him"
195,8,4,14,82,12,"find a cop and report the kid"
195,8,5,9,89,8,"confront the teen"
195,9,1,90,100,88,"call the police on his cell phone"
195,9,2,6,60,6,"honk and flash his lights at the car so they pull over"
195,9,3,2,41,2,"go around the car and stop, forcing the car to stop"
195,9,4,35,9,48,"ignore the car and keep driving"
195,9,5,6,75,5,"wait until the car stops at a red light and go confront the driver"
195,10,1,14,56,22,"tell her he is going the other direction"
195,10,2,76,100,78,"politely tell her know because he doesn't know her"
195,10,3,6,84,9,"give her a ride"
195,10,4,4,46,4,"pretend he is deaf and cant understand her"
195,10,5,67,82,68,"tell her he is too busy to give a ride"
195,11,1,12,96,13,"break the windows"
195,11,2,78,100,78,"alert mall security"
195,11,3,29,25,66,"keep walking and ignore it"
195,11,4,47,100,38,"see if the door is unlocked"
195,11,5,4,100,4,"try to pick the lock with a coathanger"
195,12,1,7,63,13,"let security take it"
195,12,2,17,76,17,"go put the knife in his car and miss the flight"
195,12,3,56,74,59,"call a friend to get the knife"
195,12,4,2,61,5,"throw the knife in the trash"
195,12,5,1,7,1,"try to sneak through secuirty"
196,7,1,93,95,96,"purchase a new ticket for Ted"
196,7,2,93,93,95,"go back home with Ted to pick the ticket"
196,7,3,30,15,39,"go to concert without Ted"
196,7,4,83,87,89,"call someone to bring the ticket for Ted"
196,7,5,82,84,86,"both should go back without seeing the concert"
196,8,1,90,92,92,"play with her"
196,8,2,90,90,92,"caution her"
196,8,3,90,90,93,"call the cops"
196,8,4,87,91,91,"ask about her identity "
196,8,5,11,12,16,"spank her"
196,9,1,83,86,86,"caution the driver"
196,9,2,18,17,26,"scold the driver"
196,9,3,87,87,91,"stop the vehicle"
196,9,4,88,87,88,"call the cops"
196,9,5,82,85,87,"assist the driver"
196,10,1,92,92,92,"assist her"
196,10,2,17,23,26,"leave her"
196,10,3,15,17,18,"scold her"
196,10,4,84,88,89,"give her money"
196,10,5,10,15,13,"abuse her"
196,11,1,91,89,88,"rescue the dog"
196,11,2,84,89,88,"open the window"
196,11,3,90,87,89,"summon the owner of the car"
196,11,4,92,92,93,"play with the dog"
196,11,5,93,90,90,"call the cops"
196,12,1,85,89,90,"drop the knife in a trash can"
196,12,2,9,20,18,"keept it"
196,12,3,84,90,91,"submit it to the cops"
196,12,4,20,19,25,"hide it"
196,12,5,89,93,93,"recycle it"
197,7,1,50,50,75,"Darya and her friends could go into the concert without Ted"
197,7,2,40,100,40,"Darya and her friends could decide to do something else with Ted other than the concert"
197,7,3,25,15,40,"Darya could try to sneak Ted into the concert"
197,7,4,5,100,5,"Darya and her friends could all listen to the concert from the parking lot"
197,7,5,35,25,50,"Darya could try to find someone selling tickets in the parking lot"
197,8,1,70,100,55,"Eunice could call out to the young man and ask if he is part of the family"
197,8,2,85,60,60,"Eunice could ask the family if that is also their son over there"
197,8,3,40,50,75,"Eunice could wave to the family and the young man to alert the family"
197,8,4,9,35,30,"Eunice could make a beeline towards the young man and see if he runs away"
197,8,5,40,70,0,"Eunice could pretend to have a seizure near the young man to alert the family to what is going on"
197,9,1,100,100,100,"Eamon could call the police on the car"
197,9,2,91,94,91,"Eamon could honk and check on the driver"
197,9,3,5,0,0,"Eamon could nudge the dirver off of the road"
197,9,4,50,10,51,"Eamon could go on with his day driving past the driver"
197,9,5,15,0,10,"Eamon could record the driver to see if he crashes"
197,10,1,95,85,100,"Cameron could tell the woman no and drive off"
197,10,2,75,100,55,"Cameron could transport the woman to her destination in his car"
197,10,3,55,65,50,"Cameron could do it on the condition the woman pays him for his time and effort"
197,10,4,40,70,40,"Cameron could call the woman an uber"
197,10,5,85,80,75,"Cameron could direct the woman to the nearest bus stop"
197,11,1,75,100,72,"Erica could alert the store staff of the dog in the car so they could find the owner"
197,11,2,41,50,35,"Erica could crack the window of the door open and take the dog out"
197,11,3,60,75,90,"Erica could wave down passerbys to see if anyone has seen the owner of the dog and the car"
197,11,4,85,100,90,"Erica could call the police and see if they can locate the owner or break open the car window"
197,11,5,15,20,5,"Erica could pretend to break into the car, triggering it's alarm and alerting the owner then confront him"
197,12,1,100,100,100,"Carl could tell the airport staff"
197,12,2,10,0,0,"Carl could throw the knife into a trash bin"
197,12,3,29,20,20,"Carl could try to take the knife on anyway"
197,12,4,60,100,85,"Carl could call someone to pick up the knife"
197,12,5,5,0,0,"Carl could stick the knife in someone else's bag"
198,7,1,21,22,34,"Tell Ted to go home alone"
198,7,2,9,23,4,"Have everybody go home"
198,7,3,64,40,75,"Try to sneak Ted in"
198,7,4,24,49,14,"Decide to do have everybody do something else that night"
198,7,5,61,50,62,"Tell Ted to buy another ticket"
198,8,1,56,28,87,"Ignore the situation"
198,8,2,68,85,60,"Call the family's attention to it"
198,8,3,55,82,54,"Ask the teenager what they are doing"
198,8,4,15,45,5,"try to grab what the teenager takes"
198,8,5,8,41,6,"call the police"
198,9,1,82,89,86,"Call the police"
198,9,2,57,82,67,"stop driving and let the other driver get way ahead"
198,9,3,19,17,18,"try to get in front of the other driver"
198,9,4,4,6,4,"try to run the other driver off the road."
198,9,5,83,86,89,"wait for a turn and take another road home"
198,10,1,55,47,62,"Refuse to take the woman"
198,10,2,40,75,38,"Agree to take the woman"
198,10,3,57,71,57,"Offer to take the women part way"
198,10,4,70,71,76,"Offer to call a call taxi for the woman"
198,10,5,82,91,85,"Ask her for information about why and where she is going."
198,11,1,60,66,64,"Call animal control"
198,11,2,73,78,67,"Let mall security know so they can find the dogs owner"
198,11,3,24,61,16,"break the window and get the dog out"
198,11,4,56,16,86,"ignore it"
198,11,5,28,71,12,"wait by the dog to watch it"
198,12,1,65,60,63,"Quickly throw it away"
198,12,2,35,20,36,"Try to hide it and get it through security "
198,12,3,43,67,27,"Leave the airport"
198,12,4,63,82,58,"Bring it to the attention of airport security"
198,12,5,13,6,9,"Try to run past security "
199,7,1,81,88,85,"Buy another ticket."
199,7,2,72,77,90,"Try to explain the story to the venue."
199,7,3,84,94,94,"Look for her receipt on her phone."
199,7,4,42,22,30,"Try to sneak in."
199,7,5,25,19,21,"Steal someone else's ticket."
199,8,1,89,82,87,"Question the teenager."
199,8,2,61,53,55,"Yell at the teenager."
199,8,3,61,55,69,"Ignore the teenager."
199,8,4,71,77,72,"Run to find the family."
199,8,5,75,78,85,"Ask someone to help her confront the teen."
199,9,1,56,72,65,"Call the police."
199,9,2,78,81,82,"Pull over."
199,9,3,50,55,71,"Speed up and drive past the car."
199,9,4,63,71,72,"Slow down and wait until the car is far ahead."
199,9,5,42,50,56,"Try to take video of the driver."
199,10,1,41,71,57,"Give the woman a ride."
199,10,2,53,46,72,"Say no to the woman."
199,10,3,22,31,29,"Ignore the woman."
199,10,4,73,77,77,"Call an Uber for the woman."
199,10,5,56,74,77,"Call a taxi for the woman."
199,11,1,19,12,23,"Break the car window."
199,11,2,91,90,94,"Call mall security."
199,11,3,59,56,57,"Call the police. "
199,11,4,51,70,60,"Wait for the driver to come back."
199,11,5,61,67,73,"Drive away."
199,12,1,86,61,68,"Take the knife out of the bag."
199,12,2,71,71,75,"Throw the knife in the garbage."
199,12,3,75,87,81,"Tell security about the knife upfront."
199,12,4,54,72,74,"Call someone to pickup the knife."
199,12,5,31,65,64,"Try to sell the knife to someone at the airport."
200,7,1,52,79,61,"She could buy his ticket."
200,7,2,51,86,53,"She could offer to leave the concert.  "
200,7,3,82,83,90,"She could offer to wait for him to go home and get his ticket."
200,7,4,22,27,25,"She could go to the concert without him."
200,7,5,20,57,41,"She could see if someone has an extra ticket."
200,8,1,81,58,82,"She could mind her own business and not say anything."
200,8,2,56,81,65,"She could confront the teenager about what he is doing."
200,8,3,61,91,79,"She could yell at the family for help."
200,8,4,29,71,64,"She could call the police."
200,8,5,10,40,11,"She could physically detain the teenager."
200,9,1,92,100,96,"Call the police."
200,9,2,31,94,30,"Follow the driver to make sure nothing happens."
200,9,3,31,40,37,"Pass the driver to go on your way."
200,9,4,20,31,10,"He could try to get the driver to stop."
200,9,5,17,29,35,"He could turn off the road and go home a different way."
200,10,1,52,88,62,"He could agree to give her a ride."
200,10,2,91,91,96,"He could offer to call her a ride."
200,10,3,86,96,94,"He could let her use his phone to call a ride."
200,10,4,75,82,84,"He could make up an excuse."
200,10,5,53,33,44,"He could ignore her."
200,11,1,55,93,73,"She could call the police."
200,11,2,10,15,6,"She could break a car window and let the dog out."
200,11,3,30,75,40,"She could wait for the owner come back."
200,11,4,51,89,75,"She could look for the owner."
200,11,5,61,51,77,"She could leave and mind her own business."
200,12,1,8,5,5,"He could try to go through security anyway."
200,12,2,9,75,11,"He could call his friend and ask him to go get it."
200,12,3,8,17,18,"He could throw the knife in the trash."
200,12,4,13,32,19,"He could try to talk to security."
200,12,5,93,96,94,"He could check his bag."
201,7,1,30,42,40,"Leave Ted outside the concert."
201,7,2,59,71,64,"Go get Ted's ticket."
201,7,3,21,26,23,"Try and sneak in the concert."
201,7,4,49,64,47,"Buy a new ticket."
201,7,5,40,65,47,"Try and talk to security about the mistake."
201,8,1,60,86,57,"Confront the teenager."
201,8,2,40,61,42,"Take a picture of the teenager."
201,8,3,40,92,39,"Yell to get the family's attention."
201,8,4,15,63,21,"Follow the teenager."
201,8,5,44,77,46,"Let's others nearby know about the teenager."
201,9,1,50,85,45,"Flash blinkers."
201,9,2,60,89,55,"Wave the driver down."
201,9,3,70,100,76,"Call 911."
201,9,4,29,47,44,"Pull over to the shoulder."
201,9,5,43,59,41,"Record the car on video."
201,10,1,45,53,50,"Say he can't do it."
201,10,2,60,68,73,"Take her to her destination."
201,10,3,29,40,32,"Ignore her."
201,10,4,34,55,32,"Call a taxi for her."
201,10,5,30,53,38,"Recommend a different plan to her."
201,11,1,20,71,40,"Break the window."
201,11,2,30,90,60,"Scream for help."
201,11,3,70,100,80,"Call 911."
201,11,4,5,50,10,"Try and unlock the doors."
201,11,5,60,90,75,"Look for the owner."
201,12,1,24,52,32,"Throw the knife in the trash."
201,12,2,55,76,64,"Let security know about the knife."
201,12,3,38,43,47,"Leave the knife where it is."
201,12,4,28,51,35,"Delay his flight and get rid of the knife."
201,12,5,39,66,40,"Try and check the knife at a baggage claim."
202,7,1,9,92,50,"skip the concert with Ted"
202,7,2,82,100,66,"help Ted buy a new ticket"
202,7,3,72,100,68,"help Ted get another way to show he has a ticket"
202,7,4,18,100,30,"go back to the house with Ted"
202,7,5,60,92,75,"get someone else to go to the house and bring the ticket"
202,8,1,95,41,91,"stay out of it"
202,8,2,39,63,68,"ask the teenager if they're part of the family"
202,8,3,42,76,70,"ask a family member if the teenager is part of their family"
202,8,4,75,41,88,"see what he takes and keep an eye  on him"
202,8,5,42,100,91,"have a security guard check on the situation"
202,9,1,91,100,100,"call 911"
202,9,2,39,66,75,"continue to follow the car"
202,9,3,84,29,63,"wait for a chance to go around the car"
202,9,4,68,28,58,"stay way behind the car"
202,9,5,34,34,69,"get off the road "
202,10,1,34,76,61,"give the woman a ride"
202,10,2,75,89,95,"say no"
202,10,3,21,66,14,"give the woman money for an uber"
202,10,4,62,92,83,"tell the woman to call an uber"
202,10,5,32,66,25,"tell the woman you'll drive her as far as your house"
202,11,1,39,80,37,"break the car window"
202,11,2,70,100,96,"get security"
202,11,3,26,5,36,"walk away"
202,11,4,41,56,71,"wait for the owner to return"
202,11,5,61,100,76,"call police"
202,12,1,76,100,98,"explain the situation to security and ask what to do"
202,12,2,11,62,4,"throw the chef knife out"
202,12,3,18,1,1,"put the chef knife in someone else's luggage"
202,12,4,30,29,61,"try to go through security with the knife"
202,12,5,40,100,74,"move the knife to a bag that is going into storage"
203,7,1,51,100,85,"go home without his friend to get his ticket"
203,7,2,100,100,100,"buy another ticket "
203,7,3,51,100,81,"skip the concert altogether"
203,7,4,69,1,50,"try to sneak in past security"
203,7,5,29,100,100,"listen to the concert from the parking lot"
203,8,1,100,47,100,"do nothing"
203,8,2,82,100,68,"ask the teenager if she needs help with something"
203,8,3,1,49,49,"go notify the lifeguard that there is a thief"
203,8,4,72,100,73,"go find the family and tell them someone is going through their stuff"
203,8,5,50,51,85,"call the police"
203,9,1,95,100,94,"flash his lights at the driver"
203,9,2,89,62,100,"do nothing and slow down "
203,9,3,74,49,87,"pass the driver"
203,9,4,52,97,74,"call the police and report his suspicions"
203,9,5,18,0,0,"pass the driver and then slam on his brakes"
203,10,1,99,49,97,"say no"
203,10,2,51,100,50,"give her a ride"
203,10,3,81,99,86,"tell her he can take her as far as he is going"
203,10,4,13,100,15,"offer to call her an uber"
203,10,5,89,100,100,"ask if she needs to use his phone to call someone for a ride"
203,11,1,100,100,100,"check to see if the car is unlocked and open the door to get the dog"
203,11,2,74,100,51,"call 911"
203,11,3,53,54,32,"break the window to get the dog"
203,11,4,100,100,100,"go back into the mall and notify security"
203,11,5,100,48,48,"look around the parking lot for the owners"
203,12,1,82,100,100,"go back to the car to leave the knife"
203,12,2,93,10,15,"say nothing and hope they don't notice"
203,12,3,100,100,100,"tell the security that he has a knife and the reason"
203,12,4,10,94,51,"throw the knife away"
203,12,5,81,49,50,"switch the knife to his luggage he will check"
204,7,1,10,25,7,"Go to the concert by herself"
204,7,2,80,100,91,"Leave with Ted and they could do something else that night"
204,7,3,37,19,13,"Try to sneak Ted into the concert"
204,7,4,90,49,91,"Try to buy a scalped ticket"
204,7,5,100,100,100,"Check online to see if another ticket is available for purchase"
204,8,1,100,18,100,"do nothing, it's none of her business"
204,8,2,80,83,100,"Take note of what the teen is wearing in case it is a thief"
204,8,3,24,85,68,"ask the teen if they are part of the family"
204,8,4,54,88,100,"walk over to the family and ask if the teen is part of the family"
204,8,5,19,51,24,"take a picture of the teen"
204,9,1,100,26,100,"turn onto another street to get away from the car"
204,9,2,100,13,100,"pass the car and speed up to get away from the car"
204,9,3,32,97,63,"call the police"
204,9,4,34,23,24,"continue driving and ignore the situation"
204,9,5,24,25,47,"honk and yell at the driver"
204,10,1,100,100,100,"tell her no he is not going in that direction"
204,10,2,0,100,100,"give her a ride"
204,10,3,0,100,5,"pretend he does not speak English"
204,10,4,8,22,25,"yell at her and tell her to leave him alone"
204,10,5,17,100,61,"Tell her it is not safe to get into cars with strangers"
204,11,1,100,100,100,"call the police"
204,11,2,14,100,34,"break the windows and let the dog out"
204,11,3,15,0,7,"ignore the situation and go home"
204,11,4,100,100,100,"ask mall security to help locate the owner"
204,11,5,100,100,100,"ask other people in the parking lot for help"
204,12,1,100,100,100,"explain to security that he is a chef and ask if it is permitted"
204,12,2,29,100,51,"ask security to dispose of it"
204,12,3,94,100,100,"ask if there is a way to put it in his checked luggage"
204,12,4,49,50,79,"Remove it and put it in the nearest trash can"
204,12,5,77,78,78,"Do nothing and wait to see if it goes through undetected"
205,7,1,30,60,51,"Turn back around"
205,7,2,65,90,50,"Give the car keys to Ted and he can drive back"
205,7,3,85,95,80,"Buy a new ticket"
205,7,4,5,5,5,"Leave Ted outside the entrance"
205,7,5,1,0,1,"Tell Ted to walk back to his house"
205,8,1,70,90,80,"Talk to the teenager"
205,8,2,90,100,100,"Ask the family members"
205,8,3,5,10,5,"Scream thief"
205,8,4,5,5,10,"Call 911"
205,8,5,50,20,80,"Do nothing"
205,9,1,90,100,95,"Call 911"
205,9,2,20,50,30,"Write down the driver's license plate number and report later"
205,9,3,50,10,65,"Follow the driver to see what happens"
205,9,4,60,50,60,"Back way off "
205,9,5,5,0,15,"Pass the driver "
205,10,1,25,100,25,"Give the woman a ride"
205,10,2,50,90,70,"Offer to call her a cab"
205,10,3,5,0,5,"Scream at her to get away from his car"
205,10,4,2,5,2,"Call the police"
205,10,5,20,0,10,"Ignore her "
205,11,1,70,100,80,"Call the police"
